source,target,sentence,document,relationship_type
"the Office of Internal 
Oversight Services",UNON,"On 13 February 2005, the Investigations Division  of the Office of Internal 
Oversight Services (ID/OIOS) received a request fro m UNON Official 1 to inquire 
into allegations that locally recruited United Nati ons Office at Nairobi (UNON) staff 
may have engaged in improper conduct by submitting fraudulent letters of 
appointments showing longer contract duration dates  to obtain loans from the United 
Nations Co-operative Savings and Credit Society Lim ited (UN-SACCO), which 
operates within UNON premises.    
 
",69.pdf,contextual
UNON,United Nati ons Office,"On 13 February 2005, the Investigations Division  of the Office of Internal 
Oversight Services (ID/OIOS) received a request fro m UNON Official 1 to inquire 
into allegations that locally recruited United Nati ons Office at Nairobi (UNON) staff 
may have engaged in improper conduct by submitting fraudulent letters of 
appointments showing longer contract duration dates  to obtain loans from the United 
Nations Co-operative Savings and Credit Society Lim ited (UN-SACCO), which 
operates within UNON premises.    
 
",69.pdf,contextual
United Nati ons Office,UNON,"On 13 February 2005, the Investigations Division  of the Office of Internal 
Oversight Services (ID/OIOS) received a request fro m UNON Official 1 to inquire 
into allegations that locally recruited United Nati ons Office at Nairobi (UNON) staff 
may have engaged in improper conduct by submitting fraudulent letters of 
appointments showing longer contract duration dates  to obtain loans from the United 
Nations Co-operative Savings and Credit Society Lim ited (UN-SACCO), which 
operates within UNON premises.    
 
",69.pdf,contextual
UNON,"the United 
Nations Co-operative","On 13 February 2005, the Investigations Division  of the Office of Internal 
Oversight Services (ID/OIOS) received a request fro m UNON Official 1 to inquire 
into allegations that locally recruited United Nati ons Office at Nairobi (UNON) staff 
may have engaged in improper conduct by submitting fraudulent letters of 
appointments showing longer contract duration dates  to obtain loans from the United 
Nations Co-operative Savings and Credit Society Lim ited (UN-SACCO), which 
operates within UNON premises.    
 
",69.pdf,contextual
"the United 
Nations Co-operative",Savings,"On 13 February 2005, the Investigations Division  of the Office of Internal 
Oversight Services (ID/OIOS) received a request fro m UNON Official 1 to inquire 
into allegations that locally recruited United Nati ons Office at Nairobi (UNON) staff 
may have engaged in improper conduct by submitting fraudulent letters of 
appointments showing longer contract duration dates  to obtain loans from the United 
Nations Co-operative Savings and Credit Society Lim ited (UN-SACCO), which 
operates within UNON premises.    
 
",69.pdf,contextual
Savings,Credit Society Lim,"On 13 February 2005, the Investigations Division  of the Office of Internal 
Oversight Services (ID/OIOS) received a request fro m UNON Official 1 to inquire 
into allegations that locally recruited United Nati ons Office at Nairobi (UNON) staff 
may have engaged in improper conduct by submitting fraudulent letters of 
appointments showing longer contract duration dates  to obtain loans from the United 
Nations Co-operative Savings and Credit Society Lim ited (UN-SACCO), which 
operates within UNON premises.    
 
",69.pdf,contextual
Credit Society Lim,UN,"On 13 February 2005, the Investigations Division  of the Office of Internal 
Oversight Services (ID/OIOS) received a request fro m UNON Official 1 to inquire 
into allegations that locally recruited United Nati ons Office at Nairobi (UNON) staff 
may have engaged in improper conduct by submitting fraudulent letters of 
appointments showing longer contract duration dates  to obtain loans from the United 
Nations Co-operative Savings and Credit Society Lim ited (UN-SACCO), which 
operates within UNON premises.    
 
",69.pdf,contextual
su,Nairobi,"The request was prompted by an earlier report su bmitted to UNON 
Management by UNON Official 2, on a scheme whereby locally recruited staff 
members from the Nairobi-based United Nations Child ren’s Fund/Somalia Support 
Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent 
letters of appointments to UN-SACCO.",69.pdf,contextual
Nairobi,"United Nations Child ren’s Fund/Somalia Support 
Centre","The request was prompted by an earlier report su bmitted to UNON 
Management by UNON Official 2, on a scheme whereby locally recruited staff 
members from the Nairobi-based United Nations Child ren’s Fund/Somalia Support 
Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent 
letters of appointments to UN-SACCO.",69.pdf,contextual
"United Nations Child ren’s Fund/Somalia Support 
Centre",Somalia,"The request was prompted by an earlier report su bmitted to UNON 
Management by UNON Official 2, on a scheme whereby locally recruited staff 
members from the Nairobi-based United Nations Child ren’s Fund/Somalia Support 
Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent 
letters of appointments to UN-SACCO.",69.pdf,contextual
Somalia,UN,"The request was prompted by an earlier report su bmitted to UNON 
Management by UNON Official 2, on a scheme whereby locally recruited staff 
members from the Nairobi-based United Nations Child ren’s Fund/Somalia Support 
Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent 
letters of appointments to UN-SACCO.",69.pdf,contextual
UN,UN,"The request was prompted by an earlier report su bmitted to UNON 
Management by UNON Official 2, on a scheme whereby locally recruited staff 
members from the Nairobi-based United Nations Child ren’s Fund/Somalia Support 
Centre (UNICEF/Somalia) obtained UN-SACCO loans by submitting fraudulent 
letters of appointments to UN-SACCO.",69.pdf,contextual
UNON Management,UNON,"The primary co ncern of UNON Management 
was that a similar fraudulent scheme might have spr ead to UNON and other Nairobi-
based United Nations Agencies.    
 
",69.pdf,contextual
UNON,Nairobi-,"The primary co ncern of UNON Management 
was that a similar fraudulent scheme might have spr ead to UNON and other Nairobi-
based United Nations Agencies.    
 
",69.pdf,contextual
Nairobi-,United Nations Agencies,"The primary co ncern of UNON Management 
was that a similar fraudulent scheme might have spr ead to UNON and other Nairobi-
based United Nations Agencies.    
 
",69.pdf,contextual
Investig,Nairobi,"At the time of the request, two ID/OIOS Investig ators were on mission to 
Nairobi on another matter, but given the concerns e xpressed by UNON Managers, the 
ID/OIOS Investigators were directed by ID/OIOS Mana gement to look into this 
matter with celerity, and did so, from 14 through 1 8 February 2005.  
 
",69.pdf,contextual
Nairobi,UNON Managers,"At the time of the request, two ID/OIOS Investig ators were on mission to 
Nairobi on another matter, but given the concerns e xpressed by UNON Managers, the 
ID/OIOS Investigators were directed by ID/OIOS Mana gement to look into this 
matter with celerity, and did so, from 14 through 1 8 February 2005.  
 
",69.pdf,contextual
ID/OIOS Investigation,UNON Management,"The purpose of this report is to present the fin dings of the preliminary 
ID/OIOS Investigation together with recommendations  for appropriate action by 
UNON Management. 
 
 
",69.pdf,contextual
UN,ed Nations,"According to information provided in a leaflet, (Attachment 1), UN-SACCO 
was created in 1975, “to establish a forum for Unit ed Nations staff in Kenya to save 
their disposable income and borrow at minimal cost to meet their socio-economic 
needs.”",69.pdf,contextual
ed Nations,Kenya,"According to information provided in a leaflet, (Attachment 1), UN-SACCO 
was created in 1975, “to establish a forum for Unit ed Nations staff in Kenya to save 
their disposable income and borrow at minimal cost to meet their socio-economic 
needs.”",69.pdf,contextual
UN,US,"At present, UN-SACCO has a capital of US $ 13.5 million with about 2,500 
members, and is managed by a Management Committee e lected at an annual General 
Meeting of the Society on a renewable three-year te rm.  
 
",69.pdf,contextual
US,Management Committee,"At present, UN-SACCO has a capital of US $ 13.5 million with about 2,500 
members, and is managed by a Management Committee e lected at an annual General 
Meeting of the Society on a renewable three-year te rm.  
 
",69.pdf,contextual
UN,"the United 
Nations","In order to become a UN-SACCO member, a staff me mber of the United 
Nations completes an “Application for Membership” f orm (Attachment 2) and pays a 
fee of Kshs.",69.pdf,contextual
"the United 
Nations",Kshs,"In order to become a UN-SACCO member, a staff me mber of the United 
Nations completes an “Application for Membership” f orm (Attachment 2) and pays a 
fee of Kshs.",69.pdf,contextual
UN,UN,"UN-SACCO members o wn shares and can request 
and obtain individual loans after holding membershi p in UN-SACCO for six months.  
",69.pdf,contextual
Loan Application & Loan Agreement Form,Facility Application & Agreement Form,"To obtain an individual loan, a staff member is required to complete either a 
“Loan Application & Loan Agreement Form” (Attachmen t 3) or an “Instant Loan 
Facility Application & Agreement Form” (Attachment 4).",69.pdf,contextual
UN-S,"Credit 
Committee","The applications for loans are reviewed by UN-S ACCO staff and a Credit 
Committee, which approve, defer, or reject the appl ication.   
 
",69.pdf,contextual
UNICEF/Somalia,UN,"On 10 February 2005, while settling the separat ion payment of a former 
locally recruited UNICEF/Somalia staff member, an A dministrative Officer who 
worked on the matter noted that the staff member ha d borrowed a large amount of 
money from UN-SACCO in January 2004 and that at the  time of his/her separation 
s/he still owed UN-SACCO about one-third of the amo unt borrowed.  
 
",69.pdf,contextual
UN,UN,"On 10 February 2005, while settling the separat ion payment of a former 
locally recruited UNICEF/Somalia staff member, an A dministrative Officer who 
worked on the matter noted that the staff member ha d borrowed a large amount of 
money from UN-SACCO in January 2004 and that at the  time of his/her separation 
s/he still owed UN-SACCO about one-third of the amo unt borrowed.  
 
",69.pdf,contextual
UN,UN,"The Administrative Officer learned from UN-SACC O management that the 
loan was granted based upon a letter of appointment  submitted to UN-SACCO by that 
staff member, which showed that his/her contract wo uld be renewed through 31 
December 2006.  ",69.pdf,contextual
UN,UNIC EF/Somalia Management,"Upon further inquiries from UN-SACCO managers, UNIC EF/Somalia Management 
started an inquiry and found that other UNICEF/Soma lia staff members had obtained 
similarly improper loans.",69.pdf,contextual
UNIC EF/Somalia Management,UNICEF/Soma,"Upon further inquiries from UN-SACCO managers, UNIC EF/Somalia Management 
started an inquiry and found that other UNICEF/Soma lia staff members had obtained 
similarly improper loans.",69.pdf,contextual
UNICEF Somalia,Nairobi,"The results of this inquiry were described in a  “Report on the preliminary 
investigation of a case of fraudulent signatures an d use of office stationary and 
official seal – UNICEF Somalia, Nairobi”, dated 11 February 2005, which included 
copies of the false letters of appointment and writ ten statements of several locally 
recruited UNICEF staff who admitted their improper conduct.",69.pdf,contextual
ID/OIOS,UNICEF Management ag,"Upon request from ID/OIOS, UNICEF Management ag reed to cooperate with 
the ID/OIOS inquiry by providing access to its file s and staff members involved in the 
fraud.",69.pdf,contextual
UNON,UNON,"The objectives of these int erviews by ID/OIOS were to 
confirm and/or rule out involvement by UNON staff m embers in similar cases and to 
obtain information to ensure that UNON management s afeguard mechanisms to avoid 
similar occurrences at UNON.  
 
",69.pdf,contextual
